Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-01 10:23:00-04:00,173.86000061035156,173.99000549316406,173.86000061035156,173.99000549316406,1738,0,0
2021-10-01 10:24:00-04:00,173.2050018310547,173.73500061035156,173.2050018310547,173.73500061035156,3163,0,0
2021-10-01 10:25:00-04:00,173.97000122070312,174.02000427246094,173.97000122070312,174.02000427246094,2679,0,0
2021-10-01 10:26:00-04:00,174.00999450683594,174.1300048828125,173.8699951171875,173.8699951171875,1553,0,0
2021-10-01 10:27:00-04:00,174.1199951171875,174.1199951171875,173.80999755859375,174.0,1542,0,0
2021-10-01 10:28:00-04:00,174.14999389648438,174.4600067138672,174.14999389648438,174.4600067138672,1019,0,0
2021-10-01 10:29:00-04:00,174.39999389648438,174.39999389648438,174.3699951171875,174.3699951171875,641,0,0
2021-10-01 10:30:00-04:00,174.27999877929688,175.44549560546875,174.27999877929688,175.44549560546875,9730,0,0
2021-10-01 10:31:00-04:00,175.22999572753906,175.22999572753906,174.5399932861328,175.14500427246094,4742,0,0
2021-10-01 10:32:00-04:00,175.14999389648438,175.16000366210938,174.5175018310547,174.5175018310547,2969,0,0
2021-10-01 10:33:00-04:00,174.75999450683594,174.75999450683594,174.30999755859375,174.52749633789062,1434,0,0
2021-10-01 10:34:00-04:00,174.1300048828125,174.60000610351562,174.1300048828125,174.60000610351562,1541,0,0
2021-10-01 10:35:00-04:00,174.60000610351562,174.9499053955078,174.5800018310547,174.9499053955078,1427,0,0
2021-10-01 10:36:00-04:00,174.47000122070312,174.47000122070312,174.36000061035156,174.39999389648438,1307,0,0
2021-10-01 10:37:00-04:00,174.08999633789062,174.19500732421875,173.80999755859375,173.85000610351562,11294,0,0
2021-10-01 10:38:00-04:00,174.25,174.3000030517578,174.16000366210938,174.16000366210938,629,0,0
2021-10-01 10:39:00-04:00,174.32000732421875,174.4550018310547,174.32000732421875,174.40499877929688,1566,0,0
2021-10-01 10:40:00-04:00,174.57960510253906,174.7100067138672,174.30999755859375,174.65829467773438,2381,0,0
2021-10-01 10:41:00-04:00,174.5,174.5,174.0500030517578,174.0500030517578,1405,0,0
2021-10-01 10:42:00-04:00,174.0,174.02999877929688,173.75999450683594,174.0,4515,0,0
2021-10-01 10:43:00-04:00,173.86770629882812,174.0,173.6999969482422,173.8800048828125,4312,0,0
2021-10-01 10:44:00-04:00,173.75,174.32000732421875,173.75,174.32000732421875,2375,0,0
2021-10-01 10:45:00-04:00,174.1300048828125,174.19979858398438,174.01499938964844,174.01499938964844,1181,0,0
2021-10-01 10:46:00-04:00,173.90499877929688,174.0500030517578,173.8000030517578,173.82000732421875,2386,0,0
2021-10-01 10:47:00-04:00,173.82000732421875,174.44000244140625,173.6699981689453,174.24000549316406,9549,0,0
2021-10-01 10:48:00-04:00,174.4499969482422,174.8000030517578,174.44000244140625,174.52499389648438,3658,0,0
2021-10-01 10:49:00-04:00,174.36000061035156,174.9199981689453,173.64999389648438,174.9199981689453,26048,0,0
2021-10-01 10:50:00-04:00,174.6300048828125,174.7899932861328,174.43890380859375,174.7899932861328,2992,0,0
2021-10-01 10:51:00-04:00,174.5,174.5,174.5,174.5,817,0,0
2021-10-01 10:52:00-04:00,174.54559326171875,174.6300048828125,174.3300018310547,174.6300048828125,2388,0,0
2021-10-01 10:53:00-04:00,174.47000122070312,174.75,174.41000366210938,174.75,2254,0,0
2021-10-01 10:54:00-04:00,174.375,174.6425018310547,174.375,174.62600708007812,1096,0,0
2021-10-01 10:55:00-04:00,174.60000610351562,175.0,174.60000610351562,174.99920654296875,3513,0,0
2021-10-01 10:56:00-04:00,174.8300018310547,174.91000366210938,174.59100341796875,174.91000366210938,2575,0,0
2021-10-01 10:57:00-04:00,174.91000366210938,175.21710205078125,174.8000030517578,175.02000427246094,3075,0,0
2021-10-01 10:58:00-04:00,175.3000030517578,175.3000030517578,174.85629272460938,174.91009521484375,2671,0,0
2021-10-01 10:59:00-04:00,174.9499969482422,175.11000061035156,174.75999450683594,174.75999450683594,4366,0,0
2021-10-01 11:00:00-04:00,174.77000427246094,174.82000732421875,174.5399932861328,174.5399932861328,2919,0,0
2021-10-01 11:01:00-04:00,174.52000427246094,174.5800018310547,174.3699951171875,174.47169494628906,4522,0,0
2021-10-01 11:02:00-04:00,174.5500030517578,174.7100067138672,174.52000427246094,174.7100067138672,3604,0,0
2021-10-01 11:03:00-04:00,174.7899932861328,174.99000549316406,174.7899932861328,174.82000732421875,2275,0,0
2021-10-01 11:04:00-04:00,174.97000122070312,175.0,174.9600067138672,174.9600067138672,721,0,0
2021-10-01 11:05:00-04:00,174.99130249023438,175.11000061035156,174.99130249023438,175.0800018310547,1998,0,0
2021-10-01 11:06:00-04:00,175.06500244140625,175.06500244140625,174.7100067138672,174.7100067138672,1393,0,0
2021-10-01 11:07:00-04:00,174.64500427246094,174.7899932861328,174.39999389648438,174.43499755859375,1846,0,0
2021-10-01 11:08:00-04:00,174.61000061035156,174.74000549316406,174.47999572753906,174.47999572753906,2174,0,0
2021-10-01 11:09:00-04:00,174.47999572753906,174.49560546875,174.0,174.0399932861328,4293,0,0
2021-10-01 11:10:00-04:00,173.8800048828125,174.19000244140625,173.77630615234375,173.77630615234375,3093,0,0
2021-10-01 11:11:00-04:00,173.64999389648438,173.86000061035156,173.5,173.86000061035156,4591,0,0
2021-10-01 11:12:00-04:00,173.9199981689453,173.9199981689453,173.63999938964844,173.68499755859375,1159,0,0
2021-10-01 11:13:00-04:00,173.83999633789062,174.1999969482422,173.60000610351562,174.1999969482422,3781,0,0
2021-10-01 11:14:00-04:00,174.04739379882812,174.49000549316406,174.04530334472656,174.47999572753906,2449,0,0
2021-10-01 11:15:00-04:00,174.58999633789062,174.85000610351562,174.44000244140625,174.85000610351562,2079,0,0
2021-10-01 11:16:00-04:00,174.75010681152344,175.0399932861328,174.72479248046875,174.72479248046875,2579,0,0
2021-10-01 11:17:00-04:00,174.3699951171875,174.62989807128906,174.3699951171875,174.62989807128906,922,0,0
2021-10-01 11:18:00-04:00,174.35000610351562,174.5,174.27000427246094,174.4199981689453,1339,0,0
2021-10-01 11:19:00-04:00,174.5,174.6699981689453,174.5,174.6365966796875,1457,0,0
2021-10-01 11:20:00-04:00,174.64999389648438,174.64999389648438,174.52000427246094,174.52000427246094,888,0,0
2021-10-01 11:21:00-04:00,174.63909912109375,174.63909912109375,174.59500122070312,174.60000610351562,752,0,0
2021-10-01 11:22:00-04:00,174.75999450683594,174.86700439453125,174.65499877929688,174.85000610351562,1525,0,0
2021-10-01 11:23:00-04:00,174.7550048828125,174.7550048828125,174.72500610351562,174.72500610351562,411,0,0
2021-10-01 11:24:00-04:00,174.95989990234375,174.95989990234375,174.75999450683594,174.94859313964844,1476,0,0
2021-10-01 11:25:00-04:00,174.94000244140625,175.25,174.94000244140625,175.25,2507,0,0
2021-10-01 11:26:00-04:00,175.25999450683594,175.35000610351562,175.14999389648438,175.3292999267578,2027,0,0
2021-10-01 11:27:00-04:00,175.22999572753906,175.94000244140625,175.1934051513672,175.63999938964844,6509,0,0
2021-10-01 11:28:00-04:00,175.8249969482422,175.8249969482422,175.4499969482422,175.77000427246094,1591,0,0
2021-10-01 11:29:00-04:00,175.57000732421875,175.57000732421875,175.38999938964844,175.38999938964844,2149,0,0
2021-10-01 11:31:00-04:00,175.17999267578125,175.17999267578125,175.17999267578125,175.17999267578125,7930,0,0
2021-10-01 11:32:00-04:00,175.1699981689453,176.17999267578125,175.1699981689453,176.10000610351562,7239,0,0
2021-10-01 11:33:00-04:00,176.2899932861328,177.24000549316406,176.2899932861328,177.19000244140625,9723,0,0
2021-10-01 11:34:00-04:00,177.0113067626953,177.0113067626953,176.5500946044922,176.90989685058594,4717,0,0
2021-10-01 11:35:00-04:00,176.74000549316406,177.07000732421875,176.50999450683594,176.8699951171875,4921,0,0
2021-10-01 11:36:00-04:00,176.9199981689453,178.69000244140625,176.9199981689453,178.25,29331,0,0
2021-10-01 11:37:00-04:00,178.35000610351562,178.49000549316406,178.0,178.25,14061,0,0
2021-10-01 11:38:00-04:00,178.39610290527344,178.5395050048828,178.16000366210938,178.47999572753906,9030,0,0
2021-10-01 11:39:00-04:00,178.42889404296875,178.42999267578125,177.99639892578125,177.99639892578125,4694,0,0
2021-10-01 11:40:00-04:00,177.8101043701172,177.8354949951172,177.2100067138672,177.4600067138672,4443,0,0
2021-10-01 11:41:00-04:00,177.3614044189453,178.22999572753906,177.3614044189453,177.92999267578125,6379,0,0
2021-10-01 11:42:00-04:00,177.8800048828125,178.6699981689453,177.8800048828125,178.29200744628906,15029,0,0
2021-10-01 11:43:00-04:00,178.32000732421875,178.33999633789062,178.02999877929688,178.05630493164062,4635,0,0
2021-10-01 11:44:00-04:00,178.17999267578125,178.94729614257812,178.16360473632812,178.9241943359375,10325,0,0
2021-10-01 11:45:00-04:00,178.8249969482422,179.0,178.0,178.0,13448,0,0
2021-10-01 11:46:00-04:00,177.9821014404297,177.9821014404297,177.51010131835938,177.51010131835938,2694,0,0
2021-10-01 11:47:00-04:00,177.50999450683594,177.6999969482422,177.3300018310547,177.60000610351562,4923,0,0
2021-10-01 11:48:00-04:00,177.42999267578125,177.51409912109375,176.8000030517578,177.0,13203,0,0
2021-10-01 11:49:00-04:00,176.85000610351562,176.85000610351562,176.5,176.68829345703125,7953,0,0
2021-10-01 11:50:00-04:00,176.77059936523438,176.77059936523438,176.72999572753906,176.72999572753906,728,0,0
2021-10-01 11:51:00-04:00,176.50999450683594,176.82000732421875,176.50999450683594,176.82000732421875,3318,0,0
2021-10-01 11:52:00-04:00,176.63999938964844,176.80999755859375,176.4512939453125,176.4512939453125,1648,0,0
2021-10-01 11:53:00-04:00,176.59429931640625,176.59429931640625,176.3699951171875,176.41000366210938,2650,0,0
2021-10-01 11:54:00-04:00,176.4600067138672,177.0,176.39999389648438,177.0,4664,0,0
2021-10-01 11:55:00-04:00,177.16000366210938,177.16000366210938,176.91000366210938,176.97999572753906,1109,0,0
2021-10-01 11:56:00-04:00,177.17999267578125,177.1999969482422,177.0,177.0,2075,0,0
2021-10-01 11:57:00-04:00,176.9199981689453,176.9199981689453,176.7899932861328,176.7899932861328,1078,0,0
2021-10-01 11:58:00-04:00,176.8699951171875,177.13999938964844,176.75,177.13999938964844,1592,0,0
2021-10-01 11:59:00-04:00,177.03640747070312,177.0800018310547,177.03640747070312,177.0800018310547,633,0,0
2021-10-01 12:00:00-04:00,177.25,177.25,176.83999633789062,176.875,2859,0,0
2021-10-01 12:01:00-04:00,176.75999450683594,176.97999572753906,176.5500030517578,176.97610473632812,2502,0,0
2021-10-01 12:04:00-04:00,176.8300018310547,177.0,176.8300018310547,177.0,2799,0,0
2021-10-01 12:05:00-04:00,176.97000122070312,176.97000122070312,176.80999755859375,176.80999755859375,1538,0,0
2021-10-01 12:06:00-04:00,176.7100067138672,176.9676971435547,176.7100067138672,176.9676971435547,988,0,0
2021-10-01 12:07:00-04:00,176.99000549316406,177.02999877929688,176.99000549316406,177.02999877929688,740,0,0
2021-10-01 12:08:00-04:00,177.14370727539062,177.3800048828125,177.02000427246094,177.35000610351562,3306,0,0
2021-10-01 12:09:00-04:00,177.36000061035156,177.6199951171875,177.24000549316406,177.6199951171875,3395,0,0
2021-10-01 12:10:00-04:00,177.55499267578125,178.35000610351562,177.55499267578125,178.35000610351562,8409,0,0
2021-10-01 12:11:00-04:00,178.5,178.5,177.89999389648438,177.98219299316406,5301,0,0
2021-10-01 12:12:00-04:00,177.75999450683594,177.88319396972656,177.4499969482422,177.4499969482422,8745,0,0
2021-10-01 12:13:00-04:00,177.52000427246094,177.52000427246094,177.52000427246094,177.52000427246094,401,0,0
2021-10-01 12:14:00-04:00,177.75669860839844,178.1999969482422,177.75669860839844,177.88229370117188,3719,0,0
2021-10-01 12:15:00-04:00,177.72999572753906,177.72999572753906,177.6999969482422,177.6999969482422,326,0,0
2021-10-01 12:16:00-04:00,177.6038055419922,177.6038055419922,177.4199981689453,177.58999633789062,2354,0,0
2021-10-01 12:17:00-04:00,177.5800018310547,177.77000427246094,177.52999877929688,177.63999938964844,4959,0,0
2021-10-01 12:20:00-04:00,177.7821044921875,178.00999450683594,177.7821044921875,178.00999450683594,2686,0,0
2021-10-01 12:21:00-04:00,178.02999877929688,178.7196044921875,178.02999877929688,178.67930603027344,6170,0,0
2021-10-01 12:22:00-04:00,178.5,178.60000610351562,178.22230529785156,178.22230529785156,4009,0,0
2021-10-01 12:23:00-04:00,178.66000366210938,178.66000366210938,178.19400024414062,178.22000122070312,2694,0,0
2021-10-01 12:24:00-04:00,178.1699981689453,178.38999938964844,178.1699981689453,178.2949981689453,3664,0,0
2021-10-01 12:25:00-04:00,178.53990173339844,178.53990173339844,178.13450622558594,178.16000366210938,2116,0,0
2021-10-01 12:26:00-04:00,178.0500946044922,178.27999877929688,178.0500946044922,178.27999877929688,1845,0,0
2021-10-01 12:27:00-04:00,178.0500030517578,178.1199951171875,178.00050354003906,178.1199951171875,545,0,0
2021-10-01 12:28:00-04:00,178.0,178.05999755859375,178.0,178.05999755859375,840,0,0
2021-10-01 12:29:00-04:00,178.0260009765625,178.25999450683594,178.0260009765625,178.25999450683594,1401,0,0
2021-10-01 12:30:00-04:00,178.25999450683594,178.8498992919922,178.25999450683594,178.6699981689453,6455,0,0
2021-10-01 12:31:00-04:00,178.72999572753906,179.07000732421875,178.72999572753906,178.97000122070312,8317,0,0
2021-10-01 12:32:00-04:00,178.9228057861328,179.4320068359375,178.90499877929688,179.3000030517578,3848,0,0
2021-10-01 12:33:00-04:00,179.28909301757812,179.4499053955078,179.17999267578125,179.29879760742188,3017,0,0
2021-10-01 12:34:00-04:00,179.2707977294922,179.3699951171875,178.8000030517578,178.8000030517578,6033,0,0
2021-10-01 12:35:00-04:00,178.99000549316406,179.0,178.98500061035156,179.0,2007,0,0
2021-10-01 12:36:00-04:00,178.8314971923828,179.0,178.74000549316406,178.8300018310547,2194,0,0
2021-10-01 12:37:00-04:00,178.69000244140625,178.69000244140625,178.0,178.11399841308594,3854,0,0
2021-10-01 12:38:00-04:00,177.92999267578125,178.19000244140625,177.89999389648438,178.0500030517578,3755,0,0
2021-10-01 12:39:00-04:00,178.15499877929688,178.15499877929688,178.15499877929688,178.15499877929688,897,0,0
2021-10-01 12:40:00-04:00,178.16000366210938,178.7550048828125,178.16000366210938,178.7550048828125,716,0,0
2021-10-01 12:41:00-04:00,178.72439575195312,178.85000610351562,178.6248016357422,178.8000030517578,1895,0,0
2021-10-01 12:42:00-04:00,178.91000366210938,179.10000610351562,178.7469940185547,179.10000610351562,5570,0,0
2021-10-01 12:43:00-04:00,179.13999938964844,179.2899932861328,179.00999450683594,179.00999450683594,4342,0,0
2021-10-01 12:44:00-04:00,179.03500366210938,179.03500366210938,178.80799865722656,178.97999572753906,1443,0,0
2021-10-01 12:45:00-04:00,178.8300018310547,178.83999633789062,178.60000610351562,178.67999267578125,4269,0,0
2021-10-01 12:46:00-04:00,178.7989959716797,178.7989959716797,178.6208953857422,178.6208953857422,1559,0,0
2021-10-01 12:47:00-04:00,178.5500030517578,178.5500030517578,178.0,178.0,5118,0,0
2021-10-01 12:48:00-04:00,177.68809509277344,177.68809509277344,177.68809509277344,177.68809509277344,251,0,0
2021-10-01 12:49:00-04:00,177.67999267578125,177.6999969482422,177.49000549316406,177.49000549316406,2262,0,0
2021-10-01 12:50:00-04:00,177.64999389648438,177.64999389648438,177.1300048828125,177.1300048828125,1239,0,0
2021-10-01 12:51:00-04:00,177.14999389648438,177.14999389648438,176.8000030517578,177.0,6128,0,0
2021-10-01 12:52:00-04:00,177.47000122070312,177.52000427246094,177.47000122070312,177.52000427246094,4211,0,0
2021-10-01 12:53:00-04:00,177.47000122070312,177.58999633789062,177.39999389648438,177.5800018310547,1710,0,0
2021-10-01 12:54:00-04:00,177.3300018310547,177.33999633789062,177.24000549316406,177.26499938964844,2535,0,0
2021-10-01 12:55:00-04:00,177.1999969482422,177.25,177.0,177.11500549316406,6533,0,0
2021-10-01 12:56:00-04:00,177.02999877929688,177.25999450683594,177.02999877929688,177.10000610351562,1219,0,0
2021-10-01 12:58:00-04:00,177.25,177.25,176.60499572753906,176.60499572753906,3077,0,0
2021-10-01 12:59:00-04:00,176.6083984375,176.6083984375,176.3000030517578,176.38999938964844,3390,0,0
2021-10-01 13:00:00-04:00,176.36000061035156,176.50999450683594,176.19000244140625,176.44000244140625,3708,0,0
2021-10-01 13:01:00-04:00,176.27499389648438,176.6699981689453,176.25999450683594,176.5800018310547,2862,0,0
2021-10-01 13:02:00-04:00,176.68699645996094,176.77999877929688,176.60000610351562,176.77999877929688,2653,0,0
2021-10-01 13:03:00-04:00,176.9600067138672,177.22000122070312,176.9600067138672,177.20889282226562,2026,0,0
2021-10-01 13:04:00-04:00,176.9499969482422,176.9499969482422,176.9499969482422,176.9499969482422,295,0,0
2021-10-01 13:05:00-04:00,177.0,177.0,176.89500427246094,176.89500427246094,557,0,0
2021-10-01 13:06:00-04:00,176.8000030517578,176.8300018310547,176.60499572753906,176.60499572753906,2116,0,0
2021-10-01 13:07:00-04:00,176.625,176.77999877929688,176.625,176.77999877929688,861,0,0
2021-10-01 13:09:00-04:00,176.8800048828125,176.8800048828125,176.66000366210938,176.72000122070312,602,0,0
2021-10-01 13:10:00-04:00,176.8350067138672,176.8350067138672,176.72999572753906,176.72999572753906,413,0,0
2021-10-01 13:11:00-04:00,176.69000244140625,176.75,176.5399932861328,176.5399932861328,1724,0,0
2021-10-01 13:12:00-04:00,176.476806640625,176.61500549316406,176.30999755859375,176.30999755859375,3248,0,0
2021-10-01 13:13:00-04:00,176.2100067138672,176.44000244140625,176.08999633789062,176.16000366210938,4208,0,0
2021-10-01 13:14:00-04:00,176.27000427246094,176.33470153808594,175.7100067138672,175.72000122070312,4509,0,0
2021-10-01 13:15:00-04:00,175.83999633789062,175.83999633789062,175.70010375976562,175.70010375976562,2436,0,0
2021-10-01 13:16:00-04:00,176.00999450683594,176.00999450683594,175.80999755859375,175.97500610351562,1438,0,0
2021-10-01 13:17:00-04:00,176.14999389648438,176.14999389648438,176.14999389648438,176.14999389648438,1028,0,0
2021-10-01 13:18:00-04:00,176.3800048828125,176.38999938964844,176.25390625,176.25390625,1038,0,0
2021-10-01 13:19:00-04:00,176.17999267578125,176.21499633789062,176.17999267578125,176.21499633789062,1353,0,0
2021-10-01 13:20:00-04:00,176.07000732421875,176.07000732421875,175.8000030517578,175.94000244140625,4564,0,0
2021-10-01 13:21:00-04:00,175.5399932861328,175.60000610351562,175.34500122070312,175.60000610351562,2297,0,0
2021-10-01 13:22:00-04:00,175.47999572753906,175.47999572753906,175.42999267578125,175.42999267578125,748,0,0
2021-10-01 13:23:00-04:00,175.58999633789062,175.7100067138672,175.58999633789062,175.7100067138672,494,0,0
2021-10-01 13:24:00-04:00,175.7100067138672,175.77000427246094,175.7100067138672,175.74000549316406,722,0,0
2021-10-01 13:25:00-04:00,175.7949981689453,175.89999389648438,175.69000244140625,175.69000244140625,1111,0,0
2021-10-01 13:26:00-04:00,175.76780700683594,175.76780700683594,175.76780700683594,175.76780700683594,389,0,0
2021-10-01 13:27:00-04:00,175.75,175.75,175.625,175.66000366210938,1380,0,0
2021-10-01 13:28:00-04:00,175.6708984375,175.6708984375,175.57000732421875,175.66000366210938,1418,0,0
2021-10-01 13:29:00-04:00,175.67999267578125,175.69000244140625,175.64999389648438,175.64999389648438,2008,0,0
2021-10-01 13:30:00-04:00,175.71949768066406,175.77000427246094,175.5850067138672,175.7299041748047,1923,0,0
2021-10-01 13:32:00-04:00,175.66000366210938,175.75,175.66000366210938,175.75,624,0,0
2021-10-01 13:33:00-04:00,175.77999877929688,175.9199981689453,175.77999877929688,175.9199981689453,1426,0,0
2021-10-01 13:34:00-04:00,175.94000244140625,176.36000061035156,175.94000244140625,176.36000061035156,1876,0,0
2021-10-01 13:35:00-04:00,176.7100067138672,176.77999877929688,176.7100067138672,176.77999877929688,965,0,0
2021-10-01 13:36:00-04:00,176.63999938964844,176.63999938964844,176.5,176.5,3534,0,0
2021-10-01 13:37:00-04:00,176.50599670410156,176.50599670410156,176.22999572753906,176.40499877929688,1690,0,0
2021-10-01 13:38:00-04:00,176.4499969482422,176.4499969482422,176.4499969482422,176.4499969482422,579,0,0
2021-10-01 13:39:00-04:00,176.3553009033203,176.3553009033203,176.3300018310547,176.3300018310547,1672,0,0
2021-10-01 13:40:00-04:00,176.22000122070312,176.22000122070312,176.14999389648438,176.14999389648438,1077,0,0
2021-10-01 13:41:00-04:00,176.02999877929688,176.02999877929688,176.02999877929688,176.02999877929688,503,0,0
2021-10-01 13:42:00-04:00,176.0,176.11000061035156,175.97000122070312,175.97000122070312,1726,0,0
2021-10-01 13:43:00-04:00,176.11000061035156,176.11000061035156,175.860107421875,176.06500244140625,1013,0,0
2021-10-01 13:44:00-04:00,176.10000610351562,176.60150146484375,176.0500030517578,176.60150146484375,4605,0,0
2021-10-01 13:45:00-04:00,176.5,176.5,176.4499969482422,176.4980010986328,1238,0,0
2021-10-01 13:46:00-04:00,176.51499938964844,176.66000366210938,176.51499938964844,176.64419555664062,1541,0,0
2021-10-01 13:47:00-04:00,176.6300048828125,176.74000549316406,176.6300048828125,176.74000549316406,2254,0,0
2021-10-01 13:48:00-04:00,176.72999572753906,176.72999572753906,176.72999572753906,176.72999572753906,115,0,0
2021-10-01 13:49:00-04:00,176.72999572753906,176.74000549316406,176.35000610351562,176.44000244140625,12676,0,0
2021-10-01 13:50:00-04:00,176.27999877929688,176.38999938964844,176.22999572753906,176.22999572753906,2299,0,0
2021-10-01 13:51:00-04:00,176.24009704589844,176.41000366210938,176.24009704589844,176.41000366210938,643,0,0
2021-10-01 13:53:00-04:00,176.38999938964844,176.5500030517578,176.38999938964844,176.5500030517578,1020,0,0
2021-10-01 13:54:00-04:00,176.5500030517578,176.72999572753906,176.5500030517578,176.6199951171875,731,0,0
